都道府県コード又は市区町村コード,NO,都道府県名,市区町村名,名称,名称_カナ,名称_英語,POIコード,住所,方書,緯度,経度,利用可能曜日,開始時間,終了時間,利用可能日時特記事項,料金（基本）,料金（詳細）,説明,説明_英語,アクセス方法,駐車場情報,バリアフリー情報,連絡先名称,連絡先電話番号,連絡先内線番号,画像,画像_ライセンス,URL,備考,区分1,区分2,休業日,最大収容人数,バリアフリー対応,身障者用駐車場有り,車イスでの入店可能,車イストイレあり,多目的トイレあり,バリアフリーその他,バリアフリー詳細情報_他_備考,HP有無,焼津温泉,宿泊施設_部屋数,宿泊施設_温泉,タグ1,タグ2,タグ3,ふるさと納税,地図アイコン
222127,2024000026,静岡県,焼津市,磯料理　みなと家,イソリョウリミナトヤ,,,静岡県焼津市飯淵2153,,34.779478,138.296555,,,,11 :00～14:00（LO.13:50）/17:00～21:00（LO.20:30）,,,大井川港ならではの四季折々の新鮮多彩な旬の幸をお楽しみください。,,,普20台/大型1台,,,054-622-0362,,,,https://www.minatoya-ryouri.com/,【掲載先】焼津マップ,お食事,和食,水曜・年末年始・臨時休業有り,100人,有,〇,〇,,,,車いすにて入店可能席有り。段差無し。トイレ無し。,有,,,,,マグロ;桜エビ;シラス;ウナギ,,,restaurant
222127,2024000027,静岡県,焼津市,mucho Mexican Dining,ムーチョメキシカンダイニング,,,静岡県焼津市栄町1-8-14　デイジービル２Ｆ,,34.8711937,138.3167112,,,,17:00～24:00（LO.23:00 ）,,,焼津発！本格メキシカンダイナー。駅近徒歩2分。お気軽にお立ち寄りください。,,,なし,,,054-269-4134,,,,https://www.instagram.com/yaizu.mucho/,【掲載先】焼津マップ,お食事,洋食,日曜(月曜が祝日の場合は日曜営業し月曜休み),40人,無,,,,,,,有,,,,,,,,restaurant
222127,2024000028,静岡県,焼津市,Piatto Alla Carta Senta!（ピアット　アッラ　カルタ　センタ！）,ピアットアッラカルタセンタ,,,静岡県焼津市栄町1-8-13丸合第二ビル１階右,,34.871106,138.316886,,,,17:00～24:00(LO.23:00),,,"焼津駅近くのイタリア料理店です。
イタリア各州のワインを取り揃えてお待ちしております。
",,,普2台,,,054-620-9911,,,,http://www.ceres.dti.ne.jp/mon/,【掲載先】焼津マップ,お食事,洋食,日曜,35人,無,,,,,,,有,,,,,,,,restaurant
222127,2024000029,静岡県,焼津市,カフェレストラン　山正亭,カフェレストランヤマショウテイ,,,静岡県焼津市栄町4-2-2,,34.869995,138.319785,,,,"ランチ 11:30～14:30（LO.14:00）
ディナー 17:30～22:00 （LO.21:00）",,,駅前通り商店街の中にある洋食店です。コーヒーからオムライス、ステーキまで、お気軽にお立ち寄りください。,,,普1台,,,054-629-0730,,,,,【掲載先】焼津マップ,お食事,洋食,月曜・火曜,18人,無,,,,,,,無,,,,,,,,restaurant
222127,2024000030,静岡県,焼津市,グリルSASAYA,グリルササヤ,,,静岡県焼津市焼津4-9-19,,34.862991,138.313688,,,,11:00～LO.14:00/17:00～LO.21:00,,,"全国的にもめずらしい「梅かつおオムライス」や「深海ザメ料理」がオススメ！
",,,普10台,,,054-627-0234,,,,https://sasayaomuraisu.amebaownd.com/,【掲載先】焼津マップ,お食事,洋食,水曜,40人,無,,,,,,,有,,,,,カツオ;サバ,,,restaurant
222127,2024000031,静岡県,焼津市,Portugal cafe 南蛮亭,ポルトガルカフェナンバンテイ,,,静岡県焼津市浜当目3‐15-33,,34.87928,138.335027,,,,"モーニング9:00～11:00/ランチ　11:00～14:00
/ティータイム14:00～17:00/ディナー17:30～20:00（ディナーは要予約） ",,,"眼の前に広がる焼津の海を眺めながら、ゆったりとお食事、大切な人との時間をお楽しみください。
",,,普通4台,,,054-620-5199,,,,https://peraichi.com/landing_pages/view/nanbantei/,【掲載先】焼津マップ,お食事,洋食,月曜・火曜・荒天時,店内20人・テラス席8人・ガーデン20人,無,,,,,,,有,,,,,,,,restaurant
222127,2024000032,静岡県,焼津市,四代目　肉の良知,ヨンダイメニクノラチ,,,静岡県焼津市焼津4-3-7,,34.862037,138.315178,,,,ランチ 11:30～14:00（LO.13:30）/ディナー　平日18:00～21:00（LO.20:30）土日祝17:30～21:00（LO.20:30）,,,"ランチ限定の1日5食のローストビーフ重（1,210円）。低温調理で仕上げたローストビーフは絶品です！！",,,普10台,,,050-1195-0242,,,,https://niku-kanemaru.com/71793/%E5%9B%9B%E4%BB%A3%E7%9B%AE%E8%82%89%E3%81%AE%E8%89%AF%E7%9F%A5/,【掲載先】焼津マップ,お食事,洋食,水曜,60人,無,,,,,,,有,,,,,,,,restaurant
222127,2024000033,静岡県,焼津市,焼津四川飯店＆ガーデンズ,ヤイヅシセンハンテンアンドガーデンズ,,,静岡県焼津市西小川3-6-1,,34.856985,138.309737,,,,11:30～14:30(L.O.14:00) 17:00～20:30（L.O.20:00） ※土日祝日17:30～21:00（L.O.20:00）,,,"陳建一氏から受け継ぐ伝統的な本格四川料理の店。緑あふれるガーデンレストランです。
緑あふれるガーデンレストランです。",,,普60台,,,054-253-1151,,,,https://www.sn-hotels.com/nag/,【掲載先】焼津マップ,お食事,その他料理,水曜（祝日の場合は営業）,120人,有,〇,〇,〇,〇,,,有,,,,,,,,restaurant
222127,2024000034,静岡県,焼津市,韓の食卓　イェッコル,カンノショクタクイェッコル,,,静岡県焼津市西小川2-1-6,,34.859123,138.311635,,,,水曜～日曜 ランチ11:00～14:00/ ディナー17:00～20:30 ※14:00～17:00は休憩　,,,本格的な韓国家庭料理をお気軽に楽しめます。お総菜コーナーでは自家製キムチやキンパ（韓流海苔巻）などをテイクアウト可能です。,,,普3台,,,054-637-9199,,,,https://www.instagram.com/yetgol.yaizu/,【掲載先】焼津マップ,お食事,その他料理,月曜・火曜,15人,無,,,,,,,無,,,,,,,,restaurant
222127,2024000035,静岡県,焼津市,Soupmen,スープメン,,,静岡県焼津市栄町1-5-14,,34.871275,138.318143,,,,11:00～14:00（LO.13:50）/18:00～26:00（LO.25:30）,,,某グルメサイト2020、21と2年連続百銘店入りした名店が焼津に移転しました。一番人気は牡蠣塩ラーメン。,,,なし,,,054-639-5990,,,,https://twitter.com/Soupmen2,【掲載先】焼津マップ,お食事,その他料理,なし,33人,無,,,,,,,無,,,,,,,,restaurant
222127,2024000036,静岡県,焼津市,らーめん岡田,ラーメンオカダ,,,静岡県焼津市小川3570-7,,34.851165,138.324404,,,,7:00～14:00 （LO.14:00）/17:00～20:00（LO19:45）,,,アットホームなお店。女性客1人でも来やすいお店。,,,お問い合わせください,,,080-9495-5385,,,,https://www.yaizu.gr.jp/spot/2864,【掲載先】焼津マップ,お食事,その他料理,水曜,23人,無,,,,,,,無,,,,,,,,restaurant
222127,2024000037,静岡県,焼津市,EIGHT　COFFEE　（エイトコーヒー）,エイトコーヒー,,,静岡県焼津市栄町1-2-10,,34.871325,138.318736,,,,,,,駅より徒歩１分、朝はモーニング、昼はランチと純喫茶メニューが色々あります。ドリンクのテイクアウトもできます。,,,＊パーキングチケットあります。,,,054-620-8668,,,,https://8coffee-yaizu.com/,【掲載先】焼津マップ,お食事,喫茶店・カフェ,水曜,30人,有,,〇,,,,ベビーカーと車イスが乗り越えられる段差と幅にしてあります,有,,,,,,,,restaurant
222127,2024000038,静岡県,焼津市,PIGE CAFE ＆ CookiePige焼津駅前店,ピゲカフェアンドクッキーピゲヤイヅエキマエテン,,,静岡県焼津市栄町4-1-6,,34.8702324,138.3196831,,,,10:00～18:00（ランチタイム11:00～14:00）,,,チーズピゲプロデュースのカフェ。チーズフードやスイーツ、クッキー専門店のクッキーも。,,,＊小石川パーキングをご利用の方にサービス券お渡ししています。,,,054-625-9931,,,,https://cheesepige.jp/,【掲載先】焼津マップ,お食事,喫茶店・カフェ,月曜,19人,無,,,,,,,有,,,,,,,,restaurant
222127,2024000039,静岡県,焼津市,蔵真Yaizu,クラマヤイヅ,,,静岡県焼津市栄町3-3-13,,34.8700047,138.3205946,,,,11:00～14:00/16:00～19:00,,,焼津駅より徒歩5分。まるで隠れ家のような古民家です。お客さまがリラックスできる時間を大切にしています。,,,なし,,,054-668-9093,,,,https://kurama-yaizu.jimdosite.com/,【掲載先】焼津マップ,お食事,喫茶店・カフェ,木曜,17人,無,,,,,,,有,,,,,,,,restaurant
222127,2024000040,静岡県,焼津市,Zentra Yoga Studio＆Karma Cafe （カルマカフェ）,ゼントラヨガスタジオアンドカルマカフェ,,,静岡県焼津市本町2-16-45,,34.86759,138.322771,,,,10:00～17:00,,,ベジタリアンのランチメニュー（焼き野菜カレー、ベジ麻婆豆腐、キッシュ）やスイーツ、自家焙煎珈琲とインド・タイの雑貨など。,,,普9台,,,054-631-5103,,,,https://www.zentrayoga.com/karma-cafe,【掲載先】焼津マップ,お食事,喫茶店・カフェ,火曜,16人,有,,〇,,,,,有,,,,,,,,restaurant
222127,2024000041,静岡県,焼津市,喫茶アルハ,キッサアルハ,,,静岡県焼津市本町3-9-26,,34.86565794,138.3223648,,,,10:00～LO.16:30,,,庭の見える店内でコーヒー、手作りケーキが味わえます。無添加手作りジャム（約20種）、国産はちみつを販売しております。,,,普6台,,,054-628-5545,,,,https://www.yaizu.gr.jp/spot/2860,【掲載先】焼津マップ,お食事,喫茶店・カフェ,水曜・木曜,15人,無,,,,,,,無,,,,,,,,restaurant
222127,2024000042,静岡県,焼津市,花沢の里 カントリーオーブン（蔵＆庭カフェ）,ハナザワノサトカントリーオーブン,,,静岡県焼津市花沢18,,34.907161,138.330533,,,,10:00～16:00（LO.15:30）,,,大自然と古い家並みを散策しながら、花沢の里に遊びに来て下さい。（焼菓子の販売あり）,,,"無し
花沢の里駐車場をご利用下さい。",,,080-5139-3670,,,,https://www.instagram.com/countryoven_niwacafe/,【掲載先】焼津マップ,お食事,喫茶店・カフェ,不定休あり,20人,無,,,,,,,有,,,,,,,,restaurant
222127,2024000043,静岡県,焼津市,toiro cafe（国登録有形文化財「原田家住宅」）,トイロカフェ,,,静岡県焼津市浜当目1-14-14（浜当目1丁目492）,,34.880452,138.329912,,,,11:00～14:30（LO.14:00）,,,"店頭に立つのは十人十色の個性豊かなスタッフ♪
ほんの少し優しい気持ちになれるかもしれないカフェです。",,,普15台,,,054-639-5300 ,,,,https://r.goope.jp/toirocafe,【掲載先】焼津マップ,お食事,喫茶店・カフェ,日曜・祝日・年末年始,24人,有,,〇,〇,〇,,,有,,,,,,,,restaurant
222127,2024000044,静岡県,焼津市,あたびーcafe,アタビーカフェ,,,静岡県焼津市浜当目4-13-18,,34.880687,138.334368,,,,11:00～17:00,,,潮風香る沖縄の雰囲気と食事、喫茶が出来る古民家cafe。,,,普20台,,,054-639-6768,,,,https://www.instagram.com/atabee0409,【掲載先】焼津マップ,お食事,喫茶店・カフェ,木曜・不定休あり,18人,無,,,,,,,無,,,,,,,,restaurant
222127,2024000045,静岡県,焼津市,やなぎやカフェ,ヤナギヤカフェ,,,静岡県焼津市東小川2-1-10,,34.85798425,138.3178055,,,,11:00～16:00（ランチタイムは14:00まで）,,,老舗かつお節屋が営む、削りたて鰹節の卵かけご飯セットや鰹のだし茶漬けが人気のカフェ。横には直売店も♪,,,普15台,,,054-629-3244,,,,https://yanagiyacafe.com/,【掲載先】焼津マップ,お食事,喫茶店・カフェ,日曜・月曜・年始,16人,有,〇,〇,,,,,有,,,,,,,,restaurant
222127,2024000046,静岡県,焼津市,ペンギン村,ペンギンムラ,,,静岡県焼津市田尻1366,,34.831962,138.334996,,,,10:00～21:00　金曜・土曜・日曜10:00～23:00,,,昔ながらの喫茶店！自家焙煎珈琲！日替りランチ、手作り軽食、ケーキセット、パフェ、テイクアウトも出来ます！,,,普12台,,,054-624-3799,,,,https://coffee-penginmura.com,【掲載先】焼津マップ,お食事,喫茶店・カフェ,水曜・第3火曜,25人,無,,,,,,,有,,,,,,,,restaurant
222127,2024000047,静岡県,焼津市,Caffe maar,カフェマール,,,静岡県焼津市一色115,,34.821976,138.311,,,,11:00～18:00(LO.17:30),,,自家焙煎珈琲をお庭を眺めながらのんびりお楽しみください！軽食有り,,,普９台,,,,,,,https://www.instagram.com/caffe.maar/,【掲載先】焼津マップ;【mail】caffemaar0@gmail.com,お食事,喫茶店・カフェ,月曜・第3火曜,12人,無,,,,,,,有,,,,,,,,restaurant
